keyword,frequency
exist shower room,1
drainage improvements,1
localized foundation,1
repair re - emergency,1
interior wall insulation,1
pressure treat post,1
replace bathroom sink,1
1 iluminated,1
2 atm,1
remove atm exterior signs,1
install recess light,1
exist egress exit,1
build stairs,1
remove finish basement,1
licensed facility,1
replace water shutoffs,1
inspector david,1
remove old fixtures tile,1
repair miscellaneous exterior,1
1 penthouse,1
remove metal panel system,1
cambridge board,1
dwgs,1
complete new work,1
zone appeal,1
new 1st,1
story egress door,1
new copper roof,1
fl landing,1
exist rot 2nd,1
stub up,1
exist interior ramp,1
electric -lighting,1
add metal stud,1
david byrne,1
miscellaneous exterior repair,1
minor replacement,1
miscellaneous trim replacement,1
positioning system,1
submit dwgs,1
12 th,1
original configuration,1
reinstall deck frame,1
install asphalt shingle,1
304 solarium,1
system antenna,1
equipment platform,1
rotted location,1
related amplifier,1
dish facility,1
voltage protection device,1
"1 0""agl",1
install equipment,1
install dish,1
finish space,1
replace winows,1
chane,1
replace miscellaneous,1
approximately 1000 sf,1
build multiuselab,1
non street-,1
renovate select area,1
31 windows,1
door x2,1
office cube system,1
small metal stud,1
remove painting,1
remove wall bump out,1
install remodel room kicthen,1
rat proof,1
floor rat,1
rat slab,1
mdf cardboard,1
attached house,1
proper lally column,1
1 hr,1
1000 square,1
glass wash space,1
install new stall gut walls,1
major renovations,1
remove old bath tub,1
replace flues boilers,1
remove rotten decking boards,1
exist guard railing,1
replace guard railings,1
st. renovations,1
main st.,1
shell renovation,1
750 main,1
exist telecommunication equipment,1
chair lift,1
unit space,1
direct access,1
ramped entrance,1
accessible unit,1
provide plan,1
4 double,1
replace current mdf separation wall,1
hardwood floorsreplace,1
fp support,1
build new decks,1
remediation company,1
gutting,1
2x4 studs,1
install pt ballusters posts,1
install new azek deckboards,1
install new ledger,1
install pt beam,1
remove deckboards frame,1
exist siding check,1
large project,1
3 laundry,1
james hardie,1
repair exterior damage,1
install siding james pvc hardie,1
replace flat rubber roof,1
interior commercial space,1
open office scheme,1
door thermal barrier,1
replace old branch switches wiring,1
arc fault protection,1
basement >,1
8 unit,1
-skylight installation,1
install drywall ceiling,1
remove acoustic tile ceiling,1
basementfour new post,1
floor mezannine,1
> removal,1
basement removal,1
exist conduit system,1
hurricane tie,1
continuous load distribution,1
remain joist,1
fire protection installation,1
replace installation renovation,1
branch wiring,1
new pathway,1
remove celling,1
replace level floor,1
size location,1
54 market,1
replace market st cambridge 02139- unit,1
kerdi shower base,1
high density fiberglas,1
cavetie,1
demo exterior wall,1
new vent fan,1
old exist bathroom,1
old exist kitchen,1
remove exisitng system,1
7535943 15257117,1
11114278 7535943,1
sprinkler relocate,1
tenant waiting,1
small cafe area,1
2nd floor area,1
magnetic hold,1
inch insulation,1
replace kitchen backsplash.-,1
02139- replace,1
install murphy bed,1
300 sq ft.-,1
install new tiles wall,1
install new floor tiles wall,1
remove lights,1
remove peninsula,1
replace baseboard units,1
install new cabinets appliances,1
batting insulation,1
wood shingle wall,1
prime.- paint,1
sheetrock fire,1
ft.- install,1
insulation approx,1
rockwool insulation,1
install rockwool,1
backsplash.- install,1
dimensions.-install kitchen,1
bathroom.- install,1
foundation water,1
inch xps,1
new vinyl planking,1
new stucco,1
taylor square,1
install geothermal wells,1
replace entire mechanical system,1
remove wooden stairs,1
limit to:-new,1
renovation exist restaurant,1
install source heat pump,1
2792074 site,1
new tenant opening,1
concrete paver system,1
replace epdm system assembly,1
exterior arcade,1
common restroom,1
rafter end,1
repair end,1
repair rafter trim,1
replace exterior trim end repair,1
square fire,1
masonry deck,1
biodiesel generator,1
remove foundation sheetrock,1
mixture,1
old stucco,1
6 mill,1
2- inch,1
install new blue plaster board,1
install inch poly insulation,1
install plastic water barrier,1
repair foundation walls,1
generator drill,1
door approx,1
interior common area,1
install toilet new kitchen cabinet,1
install blueboard,1
buildingpaint,1
replace rotted trim,1
replace post,1
concrete block,1
demo step,1
install granite treads,1
recliner seatsnew,1
convert concession,1
replace seating,1
exterior component,1
current window opening,1
2 classrooms,1
replace board,1
additional seating,1
factor .25.regarding,1
cellar living space,1
zoning ordinance article,1
replace change question,1
replace .25.regarding,1
build home,1
convert stucco,1
masonry garage,1
enclose entry,1
live room extension,1
acoustic wall panel,1
egress doorsrepair,1
facilitate new layout,1
doorsrepair exterior,1
effort,1
current configuration,1
domestic piping,1
new domestic service,1
building envelope work,1
26 unit,1
replace building systems,1
replace beam supports,1
kitchen cabinet installation,1
tenant kitchen,1
remodel exist restroom,1
exist furnace,1
mechanical scope,1
new\ninterior finish,1
"mudroom,\nmaster closet",1
install basement door,1
exterior handicap,1
kva transformer,1
additional electric capacity,1
2000KVA transformer,1
208V service,1
compositing decking,1
exist shed roof,1
new collar tie,1
new interior opening,1
install new replacement doors windows,1
enclose portion,1
new interor door,1
rafter beam,1
valley rafter,1
demo'ing shower,1
kitchen/ pantry,1
"2,3d floors",1
exterior masonry repair,1
public area,1
kitchen equipment upgrade,1
topbuild,1
replace bathroom tile renovation,1
enclose office,1
remove remodel bathrooms kitchen,1
remove foot,1
build additional bedroom closets,1
1000 kva,1
480V service,1
3000 amp,1
8cc kitchen,1
google 8cc,1
8CC kitchen,1
related finish,1
replace concrete steps,1
current size,1
future clean room,1
"8,000sf existing",1
second floor addition,1
replace hydronic heating system,1
build floor addition,1
build gut demolition,1
current foot print,1
historic preservation,1
- roofing,1
heating distribution,1
complete floor,1
replace whit recycle bricks,1
remove exterior layer,1
replaster paint,1
2 prefabricated,1
exist gym,1
ada accessible rampimprovement,1
aldo shoe,1
kitchenremodel,1
window skylight,1
replace windows skylights,1
vss fresh,1
m06 deck,1
skylights replacement,1
current frame,1
2 unitswe,1
facility area,1
floor shipping,1
leave carriage house,1
house install,1
aluminum guttersdownspout,1
gathering area,1
405 sq,1
repair demo,1
new mepfp layout,1
month program,1
bleacher area,1
gathering space,1
community gathering,1
/sleeping nook,1
replace repair water tile damage,1
reading /sleeping,1
bathoom tub,1
floor bathoom,1
dog dormer,1
house dog,1
build side,1
replace new hardwood floors,1
motorized partition,1
minor fp work,1
energy recovery,1
broadway construction,1
install new sections,1
- factor:0.24,1
thermolock rs,1
generation vinyl,1
0.54 .all,1
1st generation,1
remove .all debris,1
remove generation replacement windows,1
exterior patio level,1
repair waterproofing application,1
install windows fr,1
house remodeling,1
misc wall patching,1
half partition wall,1
new metal panel,1
sprinkler fire,1
recovery ventilator,1
20 new window,1
provia endure window,1
basement ceiling insulation,1
floor emergency,1
renovation convert,1
approximately 4300 sf,1
121 broadway,1
final cleaning,1
repair cleaning painting,1
3 insert,1
22 marvin,1
replace floor egress structure,1
home air sealing,1
build repair,1
replace clapboard wood siding,1
intumescent paint,1
foam inslation,1
weatherization project,1
attach sign estimate,1
attic removal,1
115 spring street,1
iecc 2015 compliance,1
conform tread,1
plaster paint,1
infrustructure asi-53,1
hvac infrustructure,1
ongoing construction,1
1458 sq.ft,1
elevation parapet,1
st elevation,1
davis st,1
exist parapet cap,1
asphaltic coating,1
displace cmu,1
install matching caps brick,1
remove wall caps,1
point approx,1
new sealalant,1
deteriorated mortar joint,1
500 sq ft,1
55 apply,1
replace drop ceiling,1
paint install,1
remove spalling concrete,1
sprinkler alarm,1
general finish,1
enlarge structural,1
ada accessible bathroom,1
precast floor,1
install plumbing electrical fixtures,1
planter box,1
climbing wall,1
mobil magnet wall,1
trex deck board,1
2 planter,1
6000 sf expansion,1
copper replacement,1
rental opportunity,1
convert hoistway,1
lab mechanical,1
converse lab,1
decommission elevator,1
build 2x4 wood,1
build non - bearing wall,1
"1,350 sf renovation",1
2 labs,1
future playroom space3,1
discreet black window,1
compromise basement window,1
9 steps,1
vapor barrier instalation,1
nailsentrance portico,1
coil nailsentrance,1
metal coil,1
inch metal,1
azek trim,1
bear skin,1
sil caulking,1
siro duo,1
select cedar,1
jh plank,1
paint.- materials,1
siding:- scrape,1
compromise bulkhead,1
exist width,1
approximately step,1
replace floor tile appliances,1
renovetion master bathroom,1
install new one,1
remove damage floor,1
remove master kitchen bathroom,1
follow specification,1
remove old foundation,1
ave elevation,1
replace bath,1
predominate material,1
1 double,1
replace wide casement window,1
deck wood,1
similar size,1
replace new railings,1
replace railings failing,1
neighborhood,1
wall building,1
replace exterior window selants,1
tel com,1
4 rows,1
replace facia,1
professors workspace,1
level b4,1
52 oxford street,1
b4 ofnorthwest building,1
"approximately 2,800 sf",1
woman locker room,1
facade space,1
atrium facade,1
install feature stair,1
reconfigure room layout,1
hot water,1
construct room layout,1
6 azek,1
1 x4,1
replace x4 fir decking,1
stair code compliant,1
remove rows,1
new oc weather,1
small misc,1
pvc facia,1
air conditioning.repair,1
exist slope skylight,1
3 sides,1
replace copper gutter,1
ceiling element,1
repair kitchen remodel,1
bathroom plumbing fixture,1
interior plaster wall,1
final building permit,1
enclose rear porch,1
fail section,1
old electrical wire,1
demolish interior,1
remove old electrical plumbing wires,1
remove select ceilings walls,1
install new roofing siding,1
remove roof siding,1
beam minimum,1
grade beam,1
step pressure,1
new 2x8 joist,1
remove frame bedroom walls,1
remove bedroom closets,1
install new carpet handrails,1
replace front entry tile,1
facia,1
sky light,1
enlarge library,1
new exterior wall,1
rear exterior wall,1
minor kitchen alteration,1
new entrance roof,1
living room expansion,1
bedroom renovation,1
separate phase fitout,1
unoccupied 8th floor,1
retired lab space,1
sprinkler/ fire,1
replace stair carpet,1
new runner,1
new entry,1
replace exterior entry door,1
2x8 floor joist,1
44 helical pile,1
2X8 joists,1
2 steel,1
2 concrete,1
302 sf storage,1
new supermarket,1
install dryer closet,1
wall dividing,1
remove load,1
remove kitchen counters flooring remodel,1
classroom window,1
nursery school,1
disabled adult,1
commercial door,1
dividing stairway,1
scrape peeling paint,1
scrape peel paint,1
0.099 inch,1
1688 sq.ft,1
install polyiso,1
4 laboratory,1
floor annex,1
foot bathroom,1
579 square,1
new office use,1
ib bathroom,1
new enlarge slab,1
install new fencing,1
6 lally,1
replace structural beam,1
replacement unit,1
19 window,1
railingnew cabinetry,1
exterior french door,1
sonar tube,1
damage sill,1
install dense pack cellulose,1
construct fire,1
1/4 select,1
"4,200 square foot",1
build decks,1
new concrete repair,1
build plaza,1
shower glass,1
fiber roxul,1
necessary plumbing,1
solid door,1
exist floor carpet,1
install new trim floor,1
remove floor carpet,1
east parking,1
repair fascia board,1
triple deck,1
.install new vanity,1
need gas piping,1
install electrical wiring,1
remove kitchen cabinets appliances,1
approximately 20 foot,1
3 sonar,1
secure damage area,1
instruction,1
6 avon,1
8 avon,1
paint stairs14.paint,1
countertops11.new doors12.install,1
plaster10.new kitchen,1
frame exterior,1
ceiling9,1
install new windows5,1
remove heat radiators4,1
install new hardwood floor3,1
34 new window,1
34 exist window,1
2 ne,1
34 existing,1
remove doors windows,1
bl2 lab,1
growth space,1
extend foundation,1
avon place,1
place unit,1
exteriorreplace foyer,1
structural problem,1
replace beam,1
replace secure area,1
repair plans,1
repair exterior beam,1
original framing,1
foyer tile,1
replace tile toilet floor,1
remove rotten wood floor,1
replace floor powder room,1
remodel kitchen cabinet,1
fl powder room,1
interior stairway layout,1
2nd vanity,1
floor shell,1
previously complete addition,1
build new apartments,1
exterior finish wall,1
new new roof,1
second flooradd dormer,1
window sevice,1
glass painel,1
remove glass sevice painel,1
new cooking hood,1
fix seating,1
weatherization air,1
men shower,1
franchise store,1
dunkin franchise,1
build demising partition,1
garage floor,1
pack insulation,1
exterior perimeter,1
install blow cellulose,1
tank,1
envelopethe building,1
new exterior stairwell,1
remove kitchen cab,1
remove .,1
remove bath fixtures,1
foundation support work,1
replace window roof only:-,1
replace scrape old materials inch portico siding,1
trimsrefinish floorsroof repair,1
repair trimsrefinish floorsroof,1
purpose rooms,1
multi purpose,1
waterproof interior,1
room tv,1
cab .,1
unfinished storage,1
office window,1
hot work,1
glass vision kit,1
remove plumbing fixtures cap,1
install vision kits,1
remove small sections,1
"6'-4""new window opening",1
lyman office,1
bathroom- update,1
prep lab space,1
replace remove plaster,1
mineral wool insulation,1
interior woodwork,1
clean storage,1
2BA approved,1
new penthouse,1
new idf room,1
new bike storage,1
new service elevator,1
"28,190 gross sf",1
remove jacuzzi,1
fan coil unit,1
exist piping system,1
selective replacement,1
8 offices,1
exist revolve door,1
interior sheetrock repairs,1
install new decking rails,1
new rail,1
public safety.3,1
install new electrical wiring,1
new outlet location,1
exist kneewall,1
16 '',1
double dome,1
velux double,1
locations,1
left unit,1
replace drywall doors trim,1
material hoist,1
fp sysem,1
certain portion,1
new hm door,1
build new house,1
prehung door,1
individual inswing,1
replace individual exterior inswing,1
8 cambridge,1
remove environmental rooms,1
grade structure,1
act tiles-,1
signagebasementsmall demo,1
exterior signagebasementsmall,1
story 8602sf,1
retail sale,1
slat wall,1
staff useexisting light,1
add restroom,1
2 added,1
8602SF building,1
remove non - structural walls,1
damaged area,1
water damaged,1
remove install new sleeper deck,1
light installation,1
year asphalt,1
whit new brick,1
feel paper,1
level 1paint,1
tiles- frame,1
fit relocating office,1
construct bench,1
steel tie,1
install bracket,1
cupola,1
eastern elevation,1
install copper tiles,1
repair installation deck,1
lab counter,1
computer lab,1
312 sq ft,1
floor.replace,1
1740 sq ft,1
replace ft flooring,1
new netting post,1
install new netting netting post,1
install synthetic turf feild replacement,1
build penthouse,1
install new condensate line,1
remove roof instal shield ice,1
tenant mango,1
"4,500 including",1
install replacement doors size windows,1
area.replace ceiling,1
subway wall tile,1
replace front counter,1
replace front tiles lobby,1
repair metal cap,1
remove garage,1
permit application notes,1
1 recessed,1
light bar,1
install new wallboard insulation,1
date 2.23.24,1
contruction,1
bed bathroom,1
new entryway,1
exist entryway,1
build front entryway,1
insulation- install,1
area repairs,1
remove room ceiling decking joists,1
replace wall studs plates,1
woodreplacement unit,1
replace board railings,1
rtu system,1
15 ton,1
exist entrance,1
replace door entrance door,1
pine interior,1
aluminum exterior,1
marvin ultimate,1
install new rafters ceiling decking joists,1
argoninsulate glass,1
1/2 screens,1
23 sets,1
insulated window,1
renovate exist bath,1
wall plate,1
necessary wall,1
tie back,1
office retro,1
replace 3rd,1
laundry room remodel,1
lounge area,1
dormitory lounge,1
wood handrail,1
electrical plug mold,1
private diningroom,1
main diningroom flevel,1
build stair way,1
build long ada ramp,1
x2 coat,1
old rot railing,1
solid stainbring railing,1
x1 coat,1
6.5 ft,1
construct new ft sections,1
construct x2,1
future kitchen,1
live room,1
new kitchen hood,1
4 residential,1
fire protection scope,1
follow scope,1
new non structuralpartition,1
new interior buildout,1
805 sq,1
stair 1st,1
non,1
storage structure,1
story storage,1
replace coating sealants,1
historical integrity,1
siding/ trim,1
10x10 decking,1
office bathroom,1
anticipated length,1
unoccupied retail space,1
8 months,1
sapporo ramen,1
tenant sapporo,1
current bedroom,1
cedar bevel siding,1
condition office space,1
install ext,1
year warranty,1
tpo membrane,1
polyisocyanurate insulation,1
density polyisocyanurate,1
exist membrane,1
intobath #,1
entrance intobath,1
bedroom intodressing,1
bedroom #,1
location- renovate,1
pantry cabinets-,1
niche fromhall,1
exist master,1
second entrance,1
relocate range,1
patio work,1
landscape patio,1
remove first floor,1
locate basement stair,1
upgrage plumbing,1
structrual,1
duck work update,1
replace counter top,1
install new tile sand floors unit,1
plan change,1
fire damage unit,1
repair damage units,1
approximately 641 sf,1
finish hardwood floor,1
replace ceiling tiles,1
replace sheetrock plaster,1
replace sub floor,1
replace checking,1
room extension,1
398 square,1
replace 500sf drywall,1
replace drywall replace,1
sill mudsill,1
maab improvements,1
labs maab,1
equipment shelter,1
replace rrhs,1
service kitchen,1
egress pathway,1
heads protected,1
upright heads,1
field separation,1
misc field,1
extry door,1
tenant extry,1
temp tenant,1
misc office,1
phase work,1
2 temp,1
1 work,1
bath tub witn,1
exist bathrtub,1
install tub tile witn,1
exise diplexer,1
repair partition wall,1
carriedge house washroom,1
repair window caulk,1
glass front,1
jacket cabinet,1
life jacket,1
replace cabinetry,1
replace paneling,1
1/2 bathroom renovation,1
awne fabric,1
tenant chip city,1
install aluminum frames,1
install ended style awnings,1
3 areas,1
install new kitchen laundry cabinets,1
remove old unit kitchen,1
rd elevation,1
exist building design,1
partition wall repair,1
repoint brick facade,1
remove bathrtub,1
new irrigation system,1
new planting bed,1
new procedure room,1
bathrooms remove,1
date basement finish,1
replace stair threads,1
remove baths kitchen,1
remove mass compliant gas fireplace,1
remove remove spiral rear staircase,1
commons pre,1
rindge commons,1
repair addition,1
site trailer,1
walk way,1
masonry alteration,1
rot tread,1
replace risers treads,1
repair exterior front entry stairs,1
pathology office,1
minor removal,1
chimneys install,1
install mass,1
fireplace replace,1
"approximately 70,938 sf",1
new gi equipment,1
wyman 1st floor,1
majesty grids,1
5 opt,1
6 opt,1
replace aluminum windows,1
acorn acorn,1
improvement,1
install outlets bathroom,1
500 cambridge,1
microscope suite,1
electron microscope,1
cryo electron,1
6 basement,1
repair kitchen demolition,1
repair flood,1
bed room layout,1
tenant improvement modification,1
new wellness room,1
new exterior step,1
install passage door,1
install 6'high partition,1
minor new lighting,1
exist process piping,1
new interior trim,1
install bathroom walls floor,1
replace bathroom fixtures vanity,1
spiral stair an,1
install new treads stringers,1
install stair ans,1
remove renovate forst floor shower,1
temporary toilet room,1
consulting engineers,1
plan structures,1
repair engineers llc,1
bath- repair,1
replace full bath-,1
unsafe,1
build habitable space,1
5 foot,1
demo exist bar,1
install new gypsum boards,1
loose board repair,1
exterior porch painting,1
selective wall demo,1
repair board,1
install floor tiles,1
exist kitchen equipment,1
remove kitchen bathrooms equipments,1
electrical plumbing hvac,1
remove demo bar,1
install renovate 1st floor bathroom,1
poly wood work,1
install new microwave cabinets,1
remove stove cabinets,1
pourch,1
allowable set back,1
bay addition,1
small additional dormer,1
garage expansion,1
. office,1
separate electrical permit,1
outer shell,1
previous permit,1
precast concrete,1
select brick,1
selective repointing,1
replace replacement brownstone,1
replace repairs brick,1
seperate unit,1
"4,400 sf",1
fire protetion,1
user restroom,1
single user,1
replace windowss,1
0.31 shgc,1
replace shgc,1
replace exterior clad full lights,1
6 exisiting,1
7 smartjack,1
floor joist system,1
new egress stair,1
55 bent,1
walls dense,1
cocktail bar,1
new kitchen equioment,1
exist residence,1
roofed porch area,1
67 square foot,1
upversion,1
replace exterior clapboards,1
discrete system,1
separate utility,1
common mechanical space,1
common stairway,1
construct new egress deck stair,1
cosmetic change,1
replace select unrepairable elements,1
plant growth,1
bl1 lab,1
environmental engineering,1
approx 150sf,1
approx 400sf,1
wall surface material,1
garage structure,1
exist sanitary,1
open divid wall,1
plusmaterials.• remove,1
guy plusmaterials.•,1
room.• electrical•,1
luxury vinyl,1
install luxury,1
floor.• install,1
wood floor.•,1
way floor,1
hall way,1
room.• prep,1
room• frame,1
family room•,1
floor surface material,1
flooring pine,1
standard programmable thermostat,1
trade,1
baseboard heater modification,1
new 3rd,1
blue bord,1
plaster smooth finish,1
additional insulation,1
rockwool sound insulation,1
chimney removal area,1
2 vanity,1
1 dining,1
1 stairway,1
4 living,1
4 dining,1
2 laundry,1
5 kitchen,1
1 attic,1
remove front kitchen entrances,1
remove 1st,1
theexistent wood,1
newfamily room.•,1
attach engineering plan,1
2.5x2.5x2 concrete footing,1
remove non structural wall,1
remove small 4x10 wall wall,1
remove tile carpet,1
rot framing,1
replace wood finish,1
ceiling remove,1
access wall,1
ceilingssome area,1
exist interior stairway,1
main stairway,1
remove interior stairway,1
seperate main space,1
minor interior tenant,1
lolly column,1
exist structural post,1
final basement height,1
sump pump drain,1
4x10 long,1
8x8 non,1
small wall,1
construct interior walls,1
main center beam,1
compromise floor,1
window storefront,1
exist storefront wall,1
widen closet door,1
install bedroom door,1
mezzanine bedroom,1
insulation -47940390,1
wall 4x10,1
interior finish work,1
remove office,1
5 squares,1
6x8 laminate floor,1
7 cabinets,1
remove new appliances,1
3rd floor-,1
new radiator,1
appropriate panel location,1
professor benedetto marelli,1
wooden porch,1
insert window,1
replacement insert,1
group study,1
"approximately 10,000 sf",1
add power,1
moderate plumbing,1
open study area,1
staff break room,1
plaza ada,1
rear plaza,1
center rear,1
youth center,1
moses youth,1
dispose tile,1
bathroom office,1
buckle floor,1
paint baseboard,1
exist brick stair,1
replace sheetrock insulation,1
medium grade,1
water damage insulation,1
replace remote radio heads,1
cabinet approx,1
replace rear exterior door,1
replace approx,1
benchtop fume,1
new guard railing,1
replace bottom skirt,1
tile stone,1
interior chimney,1
replace floor door windows,1
repair refinish cabinetry floors,1
remove floor roof skylights,1
remove complete demolition,1
new bathroom painting,1
remove kitchen partition,1
new wood deck,1
misc,1
remove buckled lvp,1
install new subfloor,1
replace subflooring,1
remove tub subfloor,1
style baseboard,1
vanity installation,1
kitchen island,1
decora style,1
grade decora,1
floor design,1
covers tbd,1
baseboard cover,1
heat baseboard,1
classic anderson,1
tbd installation,1
f2 floor,1
development llc,1
ygs design,1
stairway 1st,1
synthetic roofing underlayment,1
exact match,1
finish schedule,1
door schedule,1
window schedule,1
replace outdated sprinkler heads,1
paint int,1
remove deck cabinets roof,1
repair trims baseboards,1
floor volume,1
high roofline,1
remove floor roof,1
new vct,1
replace vct paint,1
2288 mass. ave,1
replace mit,1
684 sq.ft,1
ave .,1
estate office,1
2284 mass. ave,1
exist use,1
secondary school,1
install blocking,1
remove structural posts,1
exist shade canopy,1
30 square,1
unlock,1
shared door,1
new restrooms,1
replace storefront,1
replace include,1
replace scope,1
replace storm windows door,1
patio furniture,1
. cafe,1
mainly outlet,1
electrical adjustment,1
cosmetic improvment,1
2034 sq.ft,1
recreation room area,1
basement garage area,1
concept work,1
pump heating,1
lose,1
manufacture area,1
replace shade canopy,1
"1,100 square",1
return line,1
oil pump,1
install generators,1
exist turbine,1
exist fuel tank,1
remove turbines,1
install new oil lines pumps,1
4 piers,1
grade kitchen,1
builder grade,1
formica counter top,1
2x6 support,1
roof greenhouse,1
west face wall,1
remove current temporary patio structure,1
remove first floor exterior,1
light framing,1
baseboard heating,1
egress way,1
replace interior wall,1
fir flooring,1
roof canopy modification,1
install new heat,1
install new trellis beam cladding,1
exist exterior stairway,1
replace exterior stairway,1
entry door relocation,1
powder room relocation,1
install new finishing materials,1
install energy efficient heat pumps,1
mit gray,1
sunroom exterior paint,1
sun room window,1
door locaiton,1
wall adjustment,1
enclose 2nd floor,1
mens’and womens,1
level bedroom,1
window snow tab,1
ice remediation,1
install plank flooring,1
replace shingles siding,1
horizontal framing member,1
19 harvey,1
2 strobes,1
13 pella,1
new furniture work,1
minor interior finish,1
shingles shingle siding,1
replace clapboard siding,1
install new baseboard heat,1
replace porch exact same foot print,1
replace kitchen skylight,1
weltcuche bistro,1
a2 weltcuche,1
extensive interior reframing,1
garage area,1
library,1
replace sealants,1
main garage level,1
install auto,1
additional 2x4,1
install new wool berber,1
remove carpets,1
new asphalt shingle,1
replace velux s06 skylight,1
grain clapboard,1
exist roof surface,1
new cap shingle,1
25 lineal foot,1
new architectural shingle,1
approximately 400 sq,1
exist sheating,1
original sheating,1
adjacent lot,1
soffit fascia,1
new sheathing,1
install asphalt paper,1
procedure,1
change bathroom tile,1
install basement stairwell,1
window wall approx,1
alley wall,1
replace front door steps,1
spec alb,1
efficiency system,1
domestic hot water,1
build bathroom bathroom,1
masonry cleaning,1
wall elevation,1
south alley,1
plot edge,1
window lintel replacement,1
crack repair,1
exterior restoration,1
repair sealants,1
repair window lintel window replacement,1
hcs line,1
stealth enclosure,1
lateral support,1
rot end,1
project key consist,1
galvanized hardware,1
2 gender,1
30 brattle,1
new usage,1
gas oven,1
install gas vent oven,1
ceiling section,1
biosafety level,1
gene therapy,1
manufacturing suites,1
product manufacturing,1
multi product,1
cgmp multi,1
additional view window,1
multilevel gowning procedure,1
single use equipment,1
cleanroom panel wall,1
commercial production,1
associate conduit,1
enhance steel element,1
brattle st.,1
2x4kd studs,1
pour concrete,1
set tube form,1
rot sill beam,1
temporary post,1
brace plate,1
remain plaster,1
425 lineal,1
install . ft,1
st. project,1
install sq,1
install lineal feet,1
install new vertical pine board,1
remove sill beams,1
remove sheathing,1
remove clapboard,1
remove interior plaster surfaces,1
new cable,1
exist diplexer,1
equipment rooftop,1
remodel kitchen update,1
remove total gut wiring rehab,1
demo lab,1
new lab sink,1
fr new fan,1
install new fume fans hoods,1
replace boiler system,1
window unt,1
wide window,1
2 wide,1
privacy end,1
pathway unit,1
rail height,1
repair dsplace privacy,1
install new tub,1
remove exiting walk,1
exist den,1
primary bath renovation,1
total gut rehab,1
update electical,1
glueing change,1
remove ceiling joists,1
install vent,1
install 12”cellulose insulation,1
install attic sq.ft floor,1
install insulate,1
laboratory fit,1
tenant laboratory,1
mgl 780 cmr,1
exist cedar shingle,1
install hardi plank siding,1
remove cedar shingle,1
alumnuim edging,1
density insulation,1
firestone rubber,1
install firestone roofing system,1
install ac unit,1
install new display equipment,1
follow modificatin,1
retrofit job,1
wing addition,1
post railing,1
new rubber composite,1
new non,1
access roof repair,1
1 vanity,1
install new light lights,1
install new toilet vanity,1
repair access,1
remove master ceiling,1
build new kitchen,1
remove appliances cabinet,1
stove feed,1
kitchen stove,1
style patio,1
plumbing relocation,1
current rear door,1
remove foyer closet,1
open entry way,1
remove kitchen ceiling cabinets,1
exterior select area,1
build exterior accessible deck,1
primary bedroom remodel,1
infinity insert,1
house entry,1
composite board,1
install header,1
2 headers,1
associate cabling,1
rrh,1
hung unit,1
exist storm unit,1
soak tub,1
2 grilles,1
remove storm units,1
star market,1
new bike room,1
replace few windows,1
new steel custom,1
replace side stairs,1
1998 sq.ft.with,1
1 12”roof,1
37 propavents,1
fail parameter sealant,1
wet laboratory space,1
300 technology square,1
7TH floor,1
"23,900 sf",1
inground swimspa,1
install swimspa pool,1
bathroom doorinstall,1
roomreplace bathroom,1
plaster laborerprepare,1
framed entrance,1
new cornbread,1
build walk,1
main room,1
1x4 baseboardliving,1
3 wallsadd,1
2 shelves,1
cost fee,1
include office,1
renovate entire structure,1
install carpentry framing framing,1
replace paint windows,1
hoffmann link,1
169 tremont street,1
165 tremont street,1
enclose wall,1
install clapboard wood siding,1
floor auditorium,1
handling units,1
pipe tenting,1
paint includedfirst floor,1
floor open,1
instal door,1
strip install,1
e19 suite,1
741 cbi,1
bathroomkitchen cabinetsthis,1
exterior decking,1
partial reframe,1
dust,1
replace complete remodel,1
electricail permit,1
outdoor condense unit,1
new fencing,1
new concrete walkway,1
exist bath tub,1
exist pipe mount,1
dpw salt shed,1
repair fire scape,1
ceiling 1st,1
kitchen 1st,1
bedroom 3rd floor,1
kitchen 3rd floor,1
remove finish floors,1
main electric service,1
add heat,1
replace storm door door,1
install harvey replacement glider windows,1
increase size,1
door threshold,1
bituminous driveway,1
life safety work,1
88 holworthy street,1
carpentryskylight replacement,1
convert low level,1
new exterior decking,1
new cabinets.2,1
remove exterior railings decking,1
residnetial weatherization,1
723008 522191,1
% lab,1
replace water pipes supply,1
fairchild building,1
sherman fairchild,1
"approximately 2,700 sf",1
01 hallway,1
install interior kitchen renovations,1
replace cabinetry floor,1
7 risers,1
replace floor rear rails deck,1
surface glueing,1
rooftop shelter,1
interior finishupgrade,1
exist occupancy,1
exist servery,1
install new floor splash cabinets,1
remove kitchen counters cabinets,1
presentation space,1
electronic research,1
"13,500sf renovation",1
"13,500SF renovation",1
small entry,1
build front portico entry,1
access duct work,1
replace fiberglass insulation,1
remove mold,1
attic conversion,1
new tub vanity,1
structural repair plan,1
demo pemrit,1
rearrangement,1
thepropose layout,1
vinyl stick,1
core element,1
new curb,1
install minute fire,1
head layout,1
light change,1
new heat pump,1
relocate duct work,1
exist wall board,1
cambridge boston,1
remodel finish,1
closet removal,1
3 split,1
new hvac register,1
old hvac register,1
new vct flooring,1
add partition,1
pharmacy distribution room,1
mep room,1
install new walls doors,1
build new partition sheetrock walls,1
remove walls ceilings,1
distbure area,1
